index,RSI_60_40,PIPS_sum,loss,profit,total_count,Profit_Percent
1697,"44,40,32,40,40",12.28166667,0,1,1,100
1698,"28,20,20,20,32",12.28,0,1,1,100
1699,"40,40,44,40,36",12.27333333,0,1,1,100
1700,"60,60,60,32,36",12.26833333,0,1,1,100
1709,"64,40,36,36,36",12.165,0,1,1,100
1711,"60,56,56,52,52",12.14833333,0,1,1,100
1712,"44,52,52,36,36",12.13,0,1,1,100
1713,"72,76,76,84,72",12.125,0,1,1,100
1714,"48,60,64,60,60",12.09,0,1,1,100
1715,"56,72,72,76,64",12.07833333,0,1,1,100
1717,"48,52,64,68,68",12.02833333,1,3,4,75
1718,"44,44,48,52,48",12.02166667,0,1,1,100
1719,"36,56,64,68,60",12.02166667,0,1,1,100
1720,"52,60,76,76,68",12.015,0,1,1,100
1721,"48,64,72,76,72",12.00666667,0,1,1,100
1722,"28,28,24,16,16",11.99666667,0,1,1,100
1724,"56,64,64,60,60",11.975,0,1,1,100
1726,"60,64,56,68,68",11.96166667,0,1,1,100
1727,"56,48,68,68,64",11.95666667,0,1,1,100
1728,"52,68,68,64,60",11.94,0,1,1,100
1730,"56,52,52,36,36",11.92166667,0,1,1,100
1731,"72,76,80,72,68",11.89666667,0,1,1,100
1734,"28,32,40,32,36",11.86166667,0,1,1,100
1735,"28,16,16,16,28",11.85,0,1,1,100
1736,"44,48,68,68,64",11.84166667,0,1,1,100
1738,"76,84,84,88,88",11.83333333,0,1,1,100
1739,"52,48,44,40,36",11.83333333,0,1,1,100
1741,"60,52,44,36,36",11.80666667,0,1,1,100
1743,"28,40,44,36,36",11.78833333,0,1,1,100
1745,"40,52,56,64,64",11.745,0,1,1,100
1749,"40,36,52,60,60",11.72333333,0,1,1,100
1750,"68,68,60,72,64",11.71333333,0,1,1,100
1751,"76,76,72,72,72",11.71333333,0,1,1,100
1753,"28,32,24,32,32",11.695,0,1,1,100
1757,"52,60,60,76,64",11.56,0,1,1,100
1758,"56,56,64,36,44",11.55833333,0,1,1,100
1759,"40,48,40,32,44",11.54166667,0,1,1,100
1760,"40,28,28,20,20",11.52833333,0,1,1,100
1761,"44,48,36,36,36",11.52666667,5,2,7,28
1762,"68,68,64,76,68",11.51166667,0,1,1,100
1763,"60,48,44,36,36",11.50666667,0,1,1,100
1764,"40,40,16,28,32",11.50666667,0,1,1,100
1765,"40,28,36,28,36",11.50666667,0,1,1,100
1767,"32,24,28,28,28",11.49166667,0,1,1,100
1768,"48,68,80,80,76",11.48666667,0,1,1,100
1769,"36,40,32,24,32",11.48166667,0,1,1,100
1772,"44,60,68,68,68",11.46833333,0,1,1,100
1775,"44,48,52,48,64",11.41666667,0,1,1,100
1776,"52,64,64,72,60",11.38333333,0,1,1,100
1777,"68,56,56,40,40",11.35,0,1,1,100
1778,"56,44,40,32,40",11.35,0,1,1,100
1782,"48,48,60,72,64",11.28166667,0,1,1,100
1783,"28,36,36,16,28",11.26666667,0,1,1,100
1785,"36,28,40,32,36",11.25333333,0,1,1,100
1786,"36,56,68,68,68",11.24166667,0,1,1,100
1787,"56,56,56,44,48",11.23333333,3,1,4,25
1788,"48,64,64,72,64",11.16166667,0,1,1,100
1790,"24,32,32,24,24",11.15333333,0,1,1,100
1792,"68,76,72,72,68",11.06666667,0,1,1,100
1793,"56,48,60,72,68",11.025,0,1,1,100
1794,"60,52,56,48,48",11.01833333,0,1,1,100
1795,"48,56,64,72,64",11.01666667,0,1,1,100
1798,"44,32,40,32,40",10.98166667,0,1,1,100
1799,"48,72,68,68,64",10.98166667,0,1,1,100
1800,"56,48,68,68,60",10.975,0,1,1,100
1802,"48,52,36,32,36",10.97166667,0,1,1,100
1805,"68,56,60,68,60",10.915,0,1,1,100
1806,"56,52,36,36,40",10.91166667,0,1,1,100
1807,"60,52,56,68,68",10.9,0,1,1,100
1810,"60,60,48,40,40",10.83333333,0,1,1,100
1811,"28,32,36,28,28",10.83,0,1,1,100
1813,"64,44,40,36,36",10.78833333,0,1,1,100
1814,"52,40,32,32,32",10.78,0,1,1,100
1816,"64,60,48,44,48",10.77666667,0,1,1,100
1818,"48,44,32,28,28",10.74666667,0,1,1,100
1819,"52,48,44,60,60",10.73,0,1,1,100
1820,"60,56,44,40,40",10.73,0,1,1,100
1822,"44,44,36,36,44",10.70833333,0,1,1,100
1824,"48,40,48,60,60",10.685,0,1,1,100
1825,"36,48,36,32,40",10.65833333,0,1,1,100
1827,"48,56,48,36,40",10.62833333,0,1,1,100
1828,"52,52,60,64,56",10.625,0,1,1,100
1829,"28,28,32,20,28",10.61833333,0,1,1,100
1830,"44,40,44,28,40",10.615,0,1,1,100
1831,"40,40,36,24,36",10.61333333,0,1,1,100
1832,"60,56,48,68,68",10.60833333,0,1,1,100
1836,"56,52,68,68,68",10.58,0,1,1,100
1837,"60,64,60,68,60",10.57833333,0,1,1,100
1838,"60,56,48,36,36",10.57333333,0,1,1,100
1839,"40,48,40,32,32",10.55,0,1,1,100
1840,"60,60,68,68,72",10.495,0,1,1,100
1841,"56,56,48,60,56",10.49333333,0,2,2,100
1842,"68,44,40,36,40",10.49166667,0,1,1,100
1845,"52,60,56,72,64",10.47166667,0,1,1,100
1847,"52,64,60,68,68",10.43166667,0,1,1,100
1849,"20,28,24,24,28",10.40333333,0,1,1,100
1851,"72,60,64,72,64",10.38,0,1,1,100
1856,"76,60,64,72,68",10.36333333,0,1,1,100
1857,"56,60,68,76,60",10.34666667,0,1,1,100
1858,"52,56,60,72,60",10.34333333,0,1,1,100
1860,"56,52,44,32,36",10.31666667,0,1,1,100
1862,"40,24,24,24,32",10.30833333,0,1,1,100
1863,"64,64,76,72,72",10.27333333,0,1,1,100
1864,"44,52,64,64,60",10.27,0,1,1,100
1867,"48,44,32,24,36",10.24,0,1,1,100
1868,"56,56,56,72,60",10.22166667,0,1,1,100
1870,"60,52,48,36,36",10.19666667,0,1,1,100
1871,"44,40,48,36,40",10.18833333,0,1,1,100
1873,"28,20,28,28,28",10.15333333,0,1,1,100
1874,"52,52,56,36,36",10.13166667,0,1,1,100
1875,"52,60,60,72,60",10.13,0,1,1,100
1882,"36,16,28,24,28",10.02833333,0,1,1,100
1884,"28,36,28,32,32",10.025,0,1,1,100
1885,"44,44,56,44,44",10.01166667,0,1,1,100
1886,"60,56,68,64,64",10.00166667,0,1,1,100
1887,"52,56,40,32,32",9.97,0,1,1,100
1889,"64,56,52,72,72",9.961666667,0,1,1,100
1890,"56,40,36,32,36",9.958333333,0,1,1,100
1891,"36,28,28,20,28",9.946666667,0,1,1,100
1892,"36,48,56,68,64",9.946666667,0,1,1,100
1894,"52,56,60,72,72",9.936666667,0,1,1,100
1895,"44,32,40,32,32",9.935,0,1,1,100
1896,"36,44,40,32,40",9.915,0,1,1,100
1897,"68,76,68,72,64",9.903333333,0,1,1,100
1899,"64,64,56,68,68",9.888333333,0,1,1,100
1900,"76,80,80,76,76",9.876666667,0,1,1,100
1902,"28,44,40,32,36",9.865,0,1,1,100
1904,"56,56,36,28,40",9.856666667,0,1,1,100
1905,"40,36,40,28,28",9.843333333,0,1,1,100
1906,"56,56,52,36,40",9.825,0,1,1,100
1907,"40,40,52,64,56",9.825,0,2,2,100
1908,"48,32,56,60,60",9.815,0,1,1,100
1909,"56,56,56,40,44",9.808333333,0,2,2,100
1911,"40,60,60,64,60",9.78,0,1,1,100
1913,"44,48,40,44,44",9.74,0,1,1,100
1914,"60,56,52,40,48",9.726666667,0,1,1,100
1916,"32,48,52,60,56",9.701666667,0,1,1,100
1917,"52,60,76,76,76",9.69,0,1,1,100
1921,"24,28,32,32,32",9.668333333,0,1,1,100
1922,"64,72,76,84,80",9.66,0,1,1,100
1923,"36,52,44,40,40",9.645,0,1,1,100
1924,"64,52,52,40,40",9.635,0,1,1,100
1926,"28,32,24,24,32",9.61,0,1,1,100
1927,"32,28,24,28,24",9.575,0,1,1,100
1928,"56,52,56,40,44",9.568333333,0,1,1,100
1931,"60,32,40,36,40",9.556666667,0,1,1,100
1932,"68,68,76,68,68",9.545,0,1,1,100
1933,"40,52,44,32,36",9.543333333,0,1,1,100
1934,"52,60,68,76,68",9.54,0,1,1,100
1935,"56,44,56,64,60",9.538333333,0,1,1,100
1936,"48,40,44,44,44",9.523333333,0,1,1,100
1939,"48,44,44,68,64",9.501666667,0,1,1,100
1940,"72,68,68,68,72",9.481666667,0,1,1,100
1941,"52,52,60,76,64",9.478333333,0,1,1,100
1943,"68,60,44,40,44",9.456666667,0,1,1,100
1944,"64,68,48,68,64",9.455,0,1,1,100
1945,"68,64,68,72,64",9.455,0,1,1,100
1948,"64,60,68,76,72",9.378333333,0,1,1,100
1949,"28,32,32,24,28",9.353333333,0,1,1,100
1950,"36,36,32,20,28",9.345,0,1,1,100
1952,"12,24,24,20,24",9.331666667,0,1,1,100
1953,"56,44,44,40,44",9.323333333,6,2,8,25
1954,"44,44,64,68,68",9.311666667,0,1,1,100
1955,"48,60,48,36,40",9.305,0,1,1,100
1956,"56,48,52,40,44",9.288333333,0,1,1,100
1958,"44,52,48,64,64",9.285,0,1,1,100
1959,"48,56,56,40,44",9.281666667,0,1,1,100
1960,"40,44,32,36,36",9.268333333,0,2,2,100
1962,"36,40,40,28,32",9.235,0,1,1,100
1963,"60,40,36,36,40",9.226666667,0,1,1,100
1964,"60,64,52,44,44",9.22,0,1,1,100
1965,"52,52,52,72,60",9.21,0,1,1,100
1966,"44,48,56,52,52",9.208333333,0,1,1,100
1970,"44,40,32,28,40",9.193333333,0,1,1,100
1971,"56,52,56,40,48",9.188333333,0,1,1,100
1972,"40,36,44,64,56",9.168333333,0,1,1,100
1973,"48,60,72,64,60",9.165,0,1,1,100
1974,"56,64,68,60,60",9.153333333,0,1,1,100
1977,"48,44,44,28,28",9.126666667,0,1,1,100
1978,"36,44,48,36,40",9.105,0,1,1,100
1979,"44,40,40,24,24",9.083333333,0,1,1,100
1980,"48,48,44,28,28",9.076666667,0,1,1,100
1981,"52,68,72,72,68",9.051666667,3,1,4,25
1983,"48,52,56,72,60",9.025,0,1,1,100
1985,"64,72,64,44,44",9.018333333,0,1,1,100
1986,"60,56,52,36,44",8.991666667,0,1,1,100
1988,"32,32,44,36,36",8.99,0,1,1,100
1989,"52,48,44,52,36",8.988333333,0,1,1,100
1990,"56,52,52,32,32",8.98,0,1,1,100
1993,"52,44,52,64,64",8.965,0,1,1,100
1994,"60,72,68,68,64",8.956666667,0,1,1,100
1997,"68,48,48,44,44",8.925,0,1,1,100
1998,"44,48,28,28,36",8.918333333,0,1,1,100
1999,"52,52,32,32,32",8.886666667,0,1,1,100
2000,"52,52,68,64,64",8.885,0,1,1,100
2001,"36,36,36,24,32",8.885,0,1,1,100
2003,"44,40,56,60,56",8.85,0,1,1,100
2004,"32,44,36,32,36",8.848333333,0,1,1,100
2005,"52,44,56,64,60",8.84,0,1,1,100
2006,"56,48,44,28,32",8.84,0,1,1,100
2008,"76,68,68,76,68",8.785,0,1,1,100
2009,"68,52,60,68,60",8.748333333,0,1,1,100
2010,"52,40,44,40,44",8.708333333,0,1,1,100
2011,"48,64,68,72,64",8.676666667,0,1,1,100
2013,"40,52,60,64,60",8.665,0,1,1,100
2015,"44,48,52,36,36",8.54,0,1,1,100
2017,"64,48,36,36,40",8.5,0,1,1,100
2022,"48,52,68,72,72",8.456666667,0,1,1,100
2023,"60,72,76,84,72",8.448333333,0,1,1,100
2024,"56,60,44,32,40",8.44,0,1,1,100
2025,"52,52,48,68,60",8.433333333,0,1,1,100
2026,"48,64,60,60,60",8.415,0,1,1,100
2027,"64,64,76,80,72",8.371666667,0,1,1,100
2028,"56,52,52,60,56",8.371666667,0,1,1,100
2029,"40,52,40,32,36",8.35,0,1,1,100
2030,"36,32,20,28,28",8.34,0,1,1,100
2032,"72,72,68,72,64",8.318333333,0,1,1,100
2033,"52,48,56,76,64",8.295,0,1,1,100
2035,"56,64,56,32,40",8.28,0,1,1,100
2036,"64,60,52,36,40",8.27,0,1,1,100
2038,"64,64,56,52,52",8.251666667,0,1,1,100
2039,"36,32,40,28,36",8.243333333,0,1,1,100
2040,"56,64,76,72,68",8.225,0,1,1,100
2041,"40,40,52,60,56",8.213333333,0,1,1,100
2042,"36,48,32,40,36",8.19,0,1,1,100
2043,"48,36,48,32,40",8.186666667,0,1,1,100
2044,"56,56,52,36,44",8.18,0,1,1,100
2045,"40,40,48,64,60",8.155,0,1,1,100
2046,"20,36,28,28,32",8.136666667,0,1,1,100
2047,"64,52,52,72,60",8.131666667,0,1,1,100
2048,"28,32,44,36,36",8.131666667,0,1,1,100
2050,"24,20,28,24,32",8.116666667,0,1,1,100
2051,"56,60,56,60,64",8.098333333,0,1,1,100
2053,"52,56,52,60,60",8.06,5,2,7,28
2054,"48,52,72,72,68",8.058333333,0,1,1,100
2057,"28,28,20,24,32",8.036666667,0,1,1,100
2058,"64,44,44,44,44",8.033333333,0,1,1,100
2059,"40,40,44,28,36",8.013333333,0,1,1,100
2065,"68,68,60,68,68",7.951666667,0,1,1,100
2067,"64,68,76,80,68",7.941666667,0,1,1,100
2068,"36,36,52,60,60",7.893333333,0,1,1,100
2069,"72,64,44,44,44",7.873333333,0,1,1,100
2070,"68,64,68,48,52",7.871666667,0,1,1,100
2071,"36,44,60,68,60",7.815,0,1,1,100
2073,"68,52,48,44,44",7.811666667,0,1,1,100
2074,"44,44,60,68,64",7.805,0,1,1,100
2075,"44,52,52,32,44",7.798333333,0,1,1,100
2076,"44,48,52,32,40",7.788333333,0,1,1,100
2078,"44,44,52,56,52",7.763333333,0,1,1,100
2080,"48,44,52,44,48",7.731666667,0,1,1,100
2081,"64,64,60,56,56",7.715,0,1,1,100
2082,"48,60,68,68,60",7.711666667,0,1,1,100
2083,"64,64,56,36,40",7.698333333,0,1,1,100
2084,"48,44,48,60,52",7.69,0,1,1,100
2085,"48,48,44,28,40",7.678333333,0,1,1,100
2086,"40,56,56,64,64",7.658333333,0,1,1,100
2087,"36,36,32,40,40",7.65,0,1,1,100
2089,"48,48,56,36,40",7.625,0,1,1,100
2092,"36,48,44,40,40",7.608333333,0,1,1,100
2095,"48,52,52,36,48",7.568333333,0,1,1,100
2096,"40,36,40,40,44",7.566666667,0,1,1,100
2097,"52,52,64,76,68",7.558333333,0,1,1,100
2099,"64,64,60,48,52",7.541666667,0,1,1,100
2100,"48,48,48,68,60",7.541666667,0,1,1,100
2101,"48,36,36,36,36",7.53,3,1,4,25
2103,"52,56,72,68,64",7.518333333,0,1,1,100
2104,"56,60,40,36,36",7.505,0,1,1,100
2106,"72,76,76,72,72",7.465,0,1,1,100
2109,"48,44,32,28,40",7.426666667,0,1,1,100
2110,"52,56,36,36,40",7.415,0,1,1,100
2112,"56,52,52,68,64",7.408333333,0,1,1,100
2113,"60,76,68,72,68",7.403333333,0,1,1,100
2116,"48,44,64,64,60",7.36,0,1,1,100
2117,"64,56,56,52,52",7.358333333,0,1,1,100
2118,"52,48,52,32,40",7.348333333,0,1,1,100
2121,"44,52,48,60,56",7.308333333,0,1,1,100
2122,"72,72,64,72,64",7.303333333,0,1,1,100
2123,"44,52,32,28,36",7.3,0,1,1,100
2124,"44,60,52,40,40",7.276666667,0,1,1,100
2125,"40,40,28,36,40",7.273333333,0,1,1,100
2127,"48,60,68,76,68",7.263333333,0,1,1,100
2128,"68,56,48,44,48",7.25,0,1,1,100
2131,"76,76,72,80,68",7.201666667,0,1,1,100
2132,"56,56,44,32,32",7.191666667,0,1,1,100
2133,"56,52,36,44,44",7.188333333,0,1,1,100
2134,"40,44,40,28,40",7.186666667,0,1,1,100
2136,"40,44,48,36,40",7.171666667,0,1,1,100
2138,"60,56,40,40,44",7.165,0,1,1,100
2139,"44,48,60,64,64",7.165,0,1,1,100
2140,"44,44,48,64,56",7.141666667,0,1,1,100
2141,"48,56,48,40,40",7.138333333,0,1,1,100
2142,"52,44,48,36,40",7.136666667,0,1,1,100
2143,"36,56,44,40,44",7.123333333,0,1,1,100
2145,"44,28,40,36,36",7.106666667,0,1,1,100
2146,"52,60,56,68,68",7.095,0,1,1,100
2149,"36,36,24,32,36",7.07,0,1,1,100
2151,"40,40,60,60,60",6.988333333,0,1,1,100
2153,"36,32,40,32,40",6.958333333,0,1,1,100
2154,"32,52,56,64,60",6.948333333,0,1,1,100
2156,"48,52,44,56,56",6.938333333,0,1,1,100
2160,"44,48,52,64,56",6.916666667,0,1,1,100
2163,"44,48,52,72,64",6.865,0,1,1,100
2164,"60,64,44,40,44",6.865,0,1,1,100
2165,"44,52,48,60,60",6.855,0,1,1,100
2167,"52,64,68,72,60",6.85,0,1,1,100
2168,"64,68,80,72,68",6.85,0,1,1,100
2170,"48,52,52,32,36",6.831666667,0,1,1,100
2176,"56,36,44,40,40",6.786666667,0,1,1,100
2177,"40,40,48,68,68",6.776666667,0,1,1,100
2179,"28,28,28,60,60",6.713333333,0,1,1,100
2180,"60,48,48,48,48",6.71,0,1,1,100
2182,"68,68,68,76,64",6.705,0,1,1,100
2183,"72,60,64,68,64",6.705,0,1,1,100
2186,"48,40,40,28,36",6.676666667,0,1,1,100
2187,"28,28,32,32,28",6.663333333,0,1,1,100
2188,"60,60,60,76,76",6.651666667,0,1,1,100
2189,"76,76,76,84,68",6.645,0,1,1,100
2192,"44,36,44,32,36",6.601666667,0,1,1,100
2193,"52,52,68,64,60",6.596666667,0,1,1,100
2196,"52,60,48,60,56",6.555,0,1,1,100
2197,"56,40,40,36,36",6.546666667,0,1,1,100
2198,"44,44,44,56,52",6.546666667,0,1,1,100
2199,"48,44,44,60,60",6.545,0,1,1,100
2200,"44,40,32,68,60",6.541666667,0,1,1,100
2203,"56,36,48,44,44",6.511666667,0,1,1,100
2204,"40,44,48,44,44",6.5,0,1,1,100
2205,"52,44,48,64,60",6.498333333,0,1,1,100
2207,"60,48,40,36,44",6.49,0,1,1,100
2209,"36,40,48,52,52",6.455,0,1,1,100
2211,"64,64,64,76,64",6.431666667,0,1,1,100
2216,"48,44,48,68,64",6.391666667,0,1,1,100
2217,"52,40,40,24,32",6.388333333,0,1,1,100
2218,"48,60,68,68,68",6.371666667,0,1,1,100
2221,"48,40,52,64,56",6.355,0,1,1,100
2222,"60,56,56,64,56",6.353333333,0,1,1,100
2225,"72,80,80,84,72",6.336666667,0,1,1,100
2228,"56,52,52,40,48",6.305,0,1,1,100
2231,"44,48,56,60,52",6.21,0,1,1,100
2232,"60,52,56,56,56",6.181666667,0,1,1,100
2233,"44,52,44,64,60",6.171666667,0,1,1,100
2234,"44,52,52,68,56",6.141666667,0,1,1,100
2235,"44,48,64,56,56",6.138333333,0,1,1,100
2236,"60,64,64,72,60",6.125,0,1,1,100
2238,"56,64,68,68,60",6.111666667,0,1,1,100
2239,"68,60,56,68,68",6.108333333,0,1,1,100
2241,"40,56,56,60,60",6.091666667,0,1,1,100
2242,"48,56,36,40,40",6.085,0,1,1,100
2243,"36,48,48,32,36",6.083333333,0,1,1,100
2245,"56,48,60,64,56",6.08,0,1,1,100
2246,"44,56,56,64,56",6.071666667,0,1,1,100
2247,"52,44,40,44,44",6.051666667,3,1,4,25
2248,"64,60,60,60,60",6.043333333,0,1,1,100
2250,"56,40,48,60,56",6.036666667,0,1,1,100
2252,"36,52,40,40,44",6.015,0,1,1,100
2253,"36,44,56,64,64",5.996666667,0,1,1,100
2254,"56,56,60,48,44",5.991666667,0,1,1,100
2255,"60,48,44,44,44",5.99,0,1,1,100
2257,"68,68,64,76,64",5.97,0,1,1,100
2258,"60,64,56,44,44",5.95,0,1,1,100
2260,"44,44,48,64,60",5.935,0,1,1,100
2261,"60,56,56,48,52",5.92,0,1,1,100
2262,"40,32,36,36,40",5.918333333,0,1,1,100
2263,"60,60,52,44,48",5.885,3,1,4,25
2265,"52,64,56,64,56",5.861666667,0,1,1,100
2268,"60,52,56,60,60",5.823333333,0,1,1,100
2271,"36,48,44,36,36",5.78,0,1,1,100
2273,"40,36,44,36,44",5.773333333,0,1,1,100
2277,"48,60,64,72,64",5.676666667,3,1,4,25
2278,"48,48,36,40,44",5.673333333,0,1,1,100
2280,"64,68,48,36,36",5.623333333,0,1,1,100
2281,"60,48,48,60,60",5.561666667,0,1,1,100
2286,"48,56,52,64,60",5.47,0,1,1,100
2288,"64,64,52,68,64",5.448333333,0,1,1,100
2289,"44,52,52,64,56",5.445,0,1,1,100
2290,"48,48,52,72,60",5.43,0,1,1,100
2292,"36,48,52,56,52",5.368333333,0,1,1,100
2293,"36,52,56,64,64",5.363333333,0,1,1,100
2295,"60,60,52,44,44",5.35,0,1,1,100
2296,"56,64,68,64,60",5.346666667,0,1,1,100
2297,"32,32,28,20,36",5.298333333,0,1,1,100
2298,"56,64,64,76,64",5.295,0,1,1,100
2300,"48,44,56,64,56",5.276666667,0,1,1,100
2303,"52,44,40,40,36",5.241666667,0,1,1,100
2304,"52,56,56,32,44",5.24,0,1,1,100
2307,"44,44,52,44,44",5.188333333,0,1,1,100
2314,"56,40,48,40,44",5.09,0,1,1,100
2315,"36,36,28,36,36",5.048333333,0,1,1,100
2316,"68,68,56,64,64",5.043333333,0,1,1,100
2317,"52,56,48,56,52",5.028333333,0,1,1,100
2318,"48,52,44,32,44",5.02,0,1,1,100
2320,"48,52,52,48,48",4.986666667,5,2,7,28
2321,"40,48,40,44,44",4.978333333,0,1,1,100
2323,"40,44,48,40,44",4.975,0,1,1,100
2325,"36,40,40,28,40",4.94,0,1,1,100
2326,"72,60,64,72,68",4.916666667,0,1,1,100
2327,"56,56,48,36,44",4.905,0,1,1,100
2328,"64,44,60,64,60",4.905,0,1,1,100
2331,"36,44,52,64,56",4.873333333,0,1,1,100
2332,"44,48,48,52,48",4.868333333,0,1,1,100
2334,"36,40,44,56,56",4.85,0,1,1,100
2340,"60,56,52,36,40",4.716666667,0,1,1,100
2341,"52,60,64,76,64",4.711666667,0,1,1,100
2342,"52,48,60,64,56",4.655,0,1,1,100
2346,"52,52,64,40,44",4.593333333,0,1,1,100
2347,"36,48,60,60,60",4.59,0,1,1,100
2348,"48,56,52,68,60",4.546666667,0,1,1,100
2350,"48,52,60,40,48",4.528333333,0,1,1,100
2357,"56,56,52,48,52",4.351666667,0,1,1,100
2358,"56,56,64,72,60",4.343333333,0,1,1,100
2359,"56,52,44,36,36",4.29,3,1,4,25
2360,"44,44,48,48,48",4.258333333,0,1,1,100
2363,"52,44,44,60,56",4.238333333,0,1,1,100
2364,"52,44,48,48,48",4.236666667,0,1,1,100
2365,"52,56,44,60,60",4.225,0,1,1,100
2366,"60,64,68,64,60",4.14,0,1,1,100
2371,"48,52,56,36,40",4.126666667,0,1,1,100
2373,"60,48,64,64,64",4.12,0,1,1,100
2379,"48,48,56,64,56",4.051666667,0,1,1,100
2380,"64,72,72,68,64",3.996666667,0,1,1,100
2384,"48,44,60,68,60",3.891666667,0,1,1,100
2385,"52,60,60,40,44",3.886666667,0,1,1,100
2391,"52,52,52,68,60",3.763333333,0,1,1,100
2392,"56,56,60,60,64",3.75,0,1,1,100
2394,"60,60,56,68,56",3.661666667,0,1,1,100
2397,"40,40,40,32,40",3.588333333,7,3,10,30
2399,"56,48,48,60,56",3.501666667,0,1,1,100
2400,"56,48,60,64,60",3.48,3,1,4,25
2405,"52,52,68,72,64",3.336666667,0,1,1,100
2411,"44,44,40,44,44",3.178333333,0,1,1,100
2412,"44,44,40,56,56",3.145,0,1,1,100
2420,"56,52,56,68,64",3.026190476,4,1,5,20
2421,"52,48,52,56,56",3.02,5,2,7,28
2436,"44,40,52,60,56",2.691666667,0,1,1,100
2437,"40,44,56,60,60",2.688333333,0,1,1,100
2447,"60,56,52,44,44",2.481666667,3,1,4,25
2449,"40,48,48,56,56",2.428333333,0,1,1,100
2450,"52,44,44,40,44",2.388333333,9,3,12,25
2482,"52,52,52,64,60",1.693333333,7,3,10,30
2489,"40,48,44,40,40",1.476666667,9,3,12,25
2502,"48,52,40,36,40",1.121666667,5,2,7,28
2515,"44,48,52,60,60",0.795,7,3,10,30
2520,"48,48,48,40,44",0.715,15,6,21,28
2534,"56,56,56,48,48",0.396666667,4,1,5,20
2543,"48,36,44,40,40",0.165,3,1,4,25
2546,"52,52,36,44,44",-0.011666667,1,0,1,0
2547,"60,52,52,48,44",-0.011666667,1,0,1,0
2548,"44,48,56,40,36",-0.013333333,1,0,1,0
2549,"56,52,40,28,36",-0.016666667,1,0,1,0
2550,"52,56,60,44,48",-0.04,1,0,1,0
2552,"48,40,40,40,24",-0.057142857,1,0,1,0
2553,"56,56,52,40,40",-0.083333333,1,0,1,0
2554,"40,44,52,40,40",-0.09,1,0,1,0
2556,"36,36,32,36,40",-0.098333333,1,0,1,0
2557,"60,56,52,52,52",-0.111666667,1,0,1,0
2559,"44,56,48,36,44",-0.115,1,0,1,0
2560,"52,52,52,48,52",-0.115,1,0,1,0
2561,"44,56,48,44,48",-0.143333333,1,0,1,0
2562,"32,28,32,40,52",-0.146666667,1,0,1,0
2564,"36,36,44,60,36",-0.16,1,0,1,0
2565,"60,56,56,40,44",-0.176666667,1,0,1,0
2568,"44,48,52,36,40",-0.186666667,1,0,1,0
2569,"48,48,44,44,48",-0.196666667,1,0,1,0
2570,"56,60,60,52,52",-0.198333333,1,0,1,0
2571,"48,52,52,52,56",-0.2,1,0,1,0
2572,"56,56,56,44,40",-0.206666667,1,0,1,0
2573,"44,48,52,60,64",-0.207142857,1,0,1,0
2574,"52,48,48,44,48",-0.225,4,1,5,20
2576,"36,44,44,40,40",-0.231666667,1,0,1,0
2577,"52,44,52,52,60",-0.246666667,1,0,1,0
2579,"32,24,20,24,24",-0.291666667,1,0,1,0
2580,"32,32,32,32,28",-0.295,1,0,1,0
2582,"60,48,52,48,48",-0.31,1,0,1,0
2583,"52,44,36,40,40",-0.333333333,1,0,1,0
2584,"64,64,56,56,56",-0.333333333,1,0,1,0
2585,"56,44,44,44,40",-0.343333333,1,0,1,0
2586,"40,40,36,28,32",-0.356190476,16,7,23,30
2587,"52,48,52,44,48",-0.356666667,1,0,1,0
2588,"48,56,64,40,44",-0.376666667,1,0,1,0
2592,"52,44,52,48,64",-0.407142857,1,0,1,0
2593,"64,48,44,44,40",-0.411666667,1,0,1,0
2594,"36,24,32,32,36",-0.423333333,1,0,1,0
2595,"32,36,32,32,28",-0.433333333,1,0,1,0
2596,"48,44,52,48,72",-0.435714286,1,0,1,0
2597,"60,44,40,36,44",-0.436666667,1,0,1,0
2598,"56,56,56,48,52",-0.44,1,0,1,0
2600,"36,36,36,36,32",-0.456666667,1,0,1,0
2601,"56,48,52,48,52",-0.458333333,1,0,1,0
2603,"56,60,52,52,60",-0.473333333,1,0,1,0
2604,"52,48,44,48,44",-0.476666667,1,0,1,0
2605,"36,48,36,36,36",-0.501666667,1,0,1,0
2606,"48,44,44,44,32",-0.505,1,0,1,0
2607,"60,52,40,40,40",-0.508333333,1,0,1,0
2608,"76,72,76,84,76",-0.521428571,1,0,1,0
2609,"48,60,48,44,48",-0.526666667,1,0,1,0
2610,"56,56,60,52,52",-0.528333333,1,0,1,0
2611,"36,44,48,36,36",-0.568333333,1,0,1,0
2612,"64,72,72,72,84",-0.6,1,0,1,0
2613,"48,36,48,36,40",-0.601666667,1,0,1,0
2614,"60,60,64,48,48",-0.61,1,0,1,0
2616,"48,56,52,60,56",-0.615,3,1,4,25
2617,"48,48,60,56,40",-0.616666667,1,0,1,0
2618,"64,48,52,44,48",-0.616666667,1,0,1,0
2619,"56,60,56,52,52",-0.616666667,1,0,1,0
2620,"48,32,44,44,44",-0.625,1,0,1,0
2621,"44,48,56,56,80",-0.628571429,1,0,1,0
2622,"60,56,44,44,48",-0.635,1,0,1,0
2623,"52,52,40,36,44",-0.635,3,1,4,25
2624,"48,48,48,40,36",-0.638333333,1,0,1,0
